Year (year),State Name (state_name),State Code (state_code),District Name (district_name),District Code (district_code),Crop Name (crop_name),Crop Type (crop_type),Crop Code (crop_code),Fertilizer Name (fertilizer),Irrigation Area Type (area_type),Farm Size Group (size_group),Farm Size Category (size_category),Percentage of Nitrogen (n_percentage),Percentage of Phosphorus (p_percentage),Percentage of Potassium (k_percentage),Total Num of Holdings Growing One or More Crop (num_of_holdings_grow_one_more_crop),Num of Holdings Growing One or More Crop Treated with Chemical Fertilizers (num_of_hold_grow_one_more_crop_ttd_with_chem_fert),Area Under All Crop - High Yielding Variety(HYV) (area_under_all_crop_hyv),Area Under All Crop - Other (area_under_all_crop_other),Area Under All Crop - Total (area_under_all_crop_total),Area Under All Crop - High Yielding Variety(HYV) Treated with Chemical Fertilizers (area_under_all_crop_treat_with_che_fert_hyv),Area Under All Crop - Other Treated with Chemical Fertilizers (area_under_all_crop_treat_with_che_fert_other),Area Under All Crop - Total Treated with Chemical Fertilizers (area_under_all_crop_treat_with_che_fert_total),Quantity of Applied HYV (qty_fert_applied_hyv),Quantity of Applied Other (qty_fert_applied_other),Quantity of Applied Total (qty_fert_applied_total)
"2011","Maharashtra","27","Pune","490","Green Chillies","Vegetable","730","Urea","Irrigated","Marginal","Below 1.0","46.0","0.0","0.0","821.0","821.0","329.0","0.0","0.0","329.0","0.0","0.0","107.0","0.0","0.0"
"2016","Madhya Pradesh","23","Rajgarh","422","Total Foodgrains","Total Foodgrain","399","Single Super Phosphate (SSP)","Unirrigated","Marginal","Below 1.0","0.0","14.0","0.0","82431.0","0.0","9244.0","13533.0","24853.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Tamil Nadu","33","Perambalur","581","Total Fibres","Fiber Crops","1199","Urea","Unirrigated","Marginal","Below 1.0","46.0","0.0","0.0","20062.0","20062.0","6047.0","0.0","6047.0","6047.0","0.0","6047.0","931.0","0.0","931.0"
"2016","Manipur","14","Imphal West","256","Total Non-Food Crops","Total Non-Food","1999","Di-Ammonium Phosphate (DAP)","Irrigated","Medium","4.0 - 9.99","18.0","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Kerala","32","Kasaragod","558","Summer Paddy","Cereals","121","NPK Mixture","Unirrigated","Small","1.0 - 1.99","10.0","10.0","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Andhra Pradesh","28","Y.S.R.","504","Total Oilseeds","Oilseeds","1099","Di-Ammonium Phosphate (DAP)","Unirrigated","Medium","4.0 - 9.99","18.0","46.0","0.0","1335.0","522.0","1604.0","0.0","1819.0","517.0","0.0","731.0","67.0","0.0","81.0"
"2016","Rajasthan","8","Jhalawar","105","Paddy","Cereals","101","Muriate of Potash (MOP)","Irrigated","Medium","4.0 - 9.99","0.0","0.0","60.0","240.0","240.0","782.0","21.0","803.0","782.0","21.0","803.0","19.0","1.0","19.0"
"2016","Andhra Pradesh","28","Prakasam","517","Maize","Cereals","104","Di-Ammonium Phosphate (DAP)","Unirrigated","Small","1.0 - 1.99","18.0","46.0","0.0","577.0","577.0","694.0","0.0","694.0","694.0","0.0","694.0","87.0","0.0","87.0"
"2011","Haryana","6","Fatehabad","61","Fodder & Green Manures","Fodder","1499","Single Super Phosphate (SSP)","Irrigated","Semi-Medium","2.0 - 3.99","0.0","14.0","0.0","3304.0","236.0","727.0","0.0","0.0","94.0","0.0","0.0","12.0","0.0","0.0"
"2016","Uttar Pradesh","9","Chandauli","135","Other Vegetables","Vegetable","788","Di-Ammonium Phosphate (DAP)","Irrigated","Small","1.0 - 1.99","18.0","46.0","0.0","90.0","90.0","1.0","0.0","6.0","1.0","0.0","6.0","0.0","0.0","1.0"
"2016","Rajasthan","8","Kota","109","Kharif Paddy","Cereals","131","Zinc Sulphate Heptahydrate / Monohydrate","Unirrigated","Large","10 And Above","0.0","0.0","0.0","8.0","0.0","27.0","0.0","27.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Assam","18","Jorhat","290","Total Sugar Crops","Sugar","499","Single Super Phosphate (SSP)","Irrigated","Medium","4.0 - 9.99","0.0","16.0","0.0","32.0","32.0","0.0","30.0","30.0","0.0","30.0","30.0","0.0","0.0","0.0"
"2011","Telangana","36","Mahabubnagar","512","Total Foodgrains","Total Foodgrain","399","Ammonium Sulphate","Irrigated","Small","1.0 - 1.99","20.6","0.0","0.0","90373.0","0.0","75178.0","111.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Uttar Pradesh","9","Gautam Buddha Nagar","144","Other Vegetables","Vegetable","788","Urea","Unirrigated","Small","1.0 - 1.99","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Gujarat","24","Anand","440","Fodder & Green Manures","Fodder","1499","Urea","Unirrigated","Medium","4.0 - 9.99","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Bihar","10","Begusarai","191","Sugarcane","Sugar","401","Calcium Ammonium Nitrate","Irrigated","Large","10 And Above","25.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Haryana","6","Jhajjar","64","Fodder & Green Manures","Fodder","1499","Urea","Unirrigated","Semi-Medium","2.0 - 3.99","46.0","0.0","0.0","131.0","0.0","127.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Uttar Pradesh","9","Gonda","147","Paddy","Cereals","101","Single Super Phosphate (SSP)","Irrigated","Medium","4.0 - 9.99","0.0","16.0","0.0","2012.0","8.0","8438.0","0.0","0.0","10.0","0.0","0.0","2.0","0.0","0.0"
"2011","Uttar Pradesh","9","Bijnor","132","Total Foodgrains","Total Foodgrain","399","Muriate of Potash (MOP)","Irrigated","Large","10 And Above","0.0","0.0","60.0","209.0","0.0","2551.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Maharashtra","27","Osmanabad","488","Total Food Crops","Other Food Crop","999","Calcium Ammonium Nitrate","Irrigated","Small","1.0 - 1.99","25.0","0.0","0.0","48636.0","0.0","11037.0","2814.0","14434.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Maharashtra","27","Dhule","474","Bajra","Cereals","103","Urea Ammonium Phosphate","Unirrigated","Medium","4.0 - 9.99","20.0","20.0","0.0","4296.0","90.0","286.0","6189.0","12085.0","0.0","0.0","74.0","0.0","0.0","18.0"
"2016","Uttar Pradesh","9","Ghazipur","146","Total Plantation Crops","Plantation Crops","1599","Urea","Irrigated","Small","1.0 - 1.99","46.0","0.0","0.0","39.0","39.0","29.0","0.0","29.0","29.0","0.0","29.0","4.0","0.0","4.0"
"2011","Uttar Pradesh","9","Fatehpur","142","Linseed","Oilseeds","1005","Diammonium Sulphate","Unirrigated","Large","10 And Above","18.0","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Uttar Pradesh","9","Amroha","154","Tur (Arhar)","Pulses","202","Single Super Phosphate (SSP)","Irrigated","Semi-Medium","2.0 - 3.99","0.0","16.0","0.0","35.0","0.0","20.0","0.0","20.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","West Bengal","19","Purulia","321","Total Foodgrains","Total Foodgrain","399","NPK Mixture","Unirrigated","Medium","4.0 - 9.99","10.0","26.0","26.0","2288.0","521.0","7632.0","1916.0","0.0","1763.0","263.0","0.0","115.0","17.0","0.0"
"2016","Kerala","32","Alappuzha","554","Total Foodgrains","Total Foodgrain","399","NPK Mixture","Irrigated","Semi-Medium","2.0 - 3.99","10.0","26.0","26.0","1332.0","130.0","3784.0","82.0","3866.0","477.0","0.0","477.0","167.0","0.0","167.0"
"2011","Bihar","10","Gopalganj","197","Maize","Cereals","104","Urea","Irrigated","Large","10 And Above","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Jharkhand","20","Hazaribagh","332","Paddy","Cereals","101","Potassium Sulphate","Unirrigated","Small","1.0 - 1.99","0.0","0.0","50.0","15306.0","129.0","724.0","710.0","0.0","0.0","20.0","0.0","0.0","10.0","0.0"
"2016","West Bengal","19","Dinajpur Uttar","311","Jute","Fiber Crops","1102","Urea Ammonium Phosphate","Unirrigated","Large","10 And Above","24.0","24.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Kerala","32","Kasaragod","558","Koval (Little Gourd)","Vegetable","734","NPK Mixture","Irrigated","Small","1.0 - 1.99","10.0","10.0","10.0","1353.0","271.0","0.0","7.0","7.0","0.0","1.0","1.0","0.0","1.0","1.0"
"2011","Arunachal Pradesh","12","Lohit","234","Rapeseed & Mustard (Toria/Taramira)","Oilseeds","1004","Urea","Unirrigated","Medium","4.0 - 9.99","46.0","0.0","0.0","296.0","0.0","330.0","101.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Maharashtra","27","Ratnagiri","492","Betelnuts (Areca Nuts)","Spices","507","NPK Mixture","Irrigated","Small","1.0 - 1.99","22.0","22.0","11.0","1571.0","0.0","35.0","234.0","269.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Odisha","21","Bargarh","347","Tur (Arhar)","Pulses","202","Urea","Unirrigated","Large","10 And Above","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Karnataka","29","Hassan","539","Total Other Non-Food Crops","Non-food","1899","Diammonium Sulphate","Unirrigated","Small","1.0 - 1.99","18.0","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Uttar Pradesh","9","Bulandshahr","134","Chillies","Spices","502","Urea","Irrigated","Marginal","Below 1.0","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Uttar Pradesh","9","Kanpur Nagar","157","Paddy","Cereals","101","Muriate of Potash (MOP)","Unirrigated","Marginal","Below 1.0","0.0","0.0","60.0","25411.0","0.0","2474.0","7888.0","10362.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Arunachal Pradesh","12","Tawang","238","All Vegetables","Vegetable","799","Muriate of Potash (MOP)","Irrigated","Semi-Medium","2.0 - 3.99","0.0","0.0","60.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Andhra Pradesh","28","Guntur","506","Chillies","Spices","502","NPK Mixture","Unirrigated","Semi-Medium","2.0 - 3.99","12.0","32.0","16.0","1842.0","0.0","1832.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Jharkhand","20","Lohardaga","336","Brinjal","Vegetable","718","Urea","Irrigated","Small","1.0 - 1.99","46.0","0.0","0.0","389.0","389.0","0.0","27.0","0.0","0.0","27.0","0.0","0.0","8.0","0.0"
"2011","Karnataka","29","Chamarajanagara","531","Other Fruits","Fruits","688","NPK Mixture","Unirrigated","Medium","4.0 - 9.99","17.0","17.0","17.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Odisha","21","Khordha","362","Masur","Pulses","205","Urea","Irrigated","Small","1.0 - 1.99","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Gujarat","24","Amreli","439","Jowar","Cereals","102","Di-Ammonium Phosphate (DAP)","Unirrigated","Medium","4.0 - 9.99","18.0","46.0","0.0","147.0","0.0","0.0","0.0","202.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Andhra Pradesh","28","East Godavari","505","Horsegram","Pulses","206","Urea","Irrigated","Marginal","Below 1.0","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Himachal Pradesh","2","Shimla","23","Total Pulses","Pulses","299","Calcium Ammonium Nitrate","Irrigated","Semi-Medium","2.0 - 3.99","25.0","0.0","0.0","85.0","0.0","0.0","16.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Uttar Pradesh","9","Hapur","661","Paddy","Cereals","101","Triple Super Phosphate (TSP)","Irrigated","Large","10 And Above","0.0","46.0","0.0","28.0","0.0","73.0","0.0","73.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Karnataka","29","Dakshina Kannada","534","Paddy","Cereals","101","Ammonium Chloride","Irrigated","Marginal","Below 1.0","25.0","0.0","0.0","4088.0","0.0","673.0","535.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Odisha","21","Mayurbhanj","365","Other Condiments & Spices","Spices","588","Urea","Unirrigated","Small","1.0 - 1.99","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Odisha","21","Ganjam","354","All Vegetables","Vegetable","799","Single Super Phosphate (SSP)","Irrigated","Small","1.0 - 1.99","0.0","16.0","0.0","1041.0","0.0","131.0","104.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Uttar Pradesh","9","Ayodhya","140","Total Food Crops","Other Food Crop","999","Calcium Ammonium Nitrate","Irrigated","Small","1.0 - 1.99","25.0","0.0","0.0","24895.0","310.0","41085.0","9245.0","52159.0","726.0","0.0","726.0","36.0","0.0","36.0"
"2011","Madhya Pradesh","23","Shajapur","430","Gram","Pulses","201","Solubor","Unirrigated","Semi-Medium","2.0 - 3.99","0.0","0.0","0.0","46103.0","0.0","9788.0","57448.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Maharashtra","27","Akola","467","Gram","Pulses","201","Nitro Phosphate Potash","Irrigated","Medium","4.0 - 9.99","15.0","15.0","15.0","1584.0","36.0","1585.0","0.0","1819.0","93.0","0.0","93.0","12.0","0.0","12.0"
"2016","Uttar Pradesh","9","Auraiya","122","All Vegetables","Vegetable","799","Muriate of Potash (MOP)","Irrigated","Small","1.0 - 1.99","0.0","0.0","60.0","870.0","261.0","430.0","0.0","701.0","0.0","0.0","271.0","0.0","0.0","146.0"
"2011","Andhra Pradesh","28","East Godavari","505","Other Tuber Crop","Vegetable","707","Diammonium Sulphate","Unirrigated","Marginal","Below 1.0","18.0","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Andhra Pradesh","28","Kurnool","511","Total Non-Food Crops","Total Non-Food","1999","NPK Mixture","Irrigated","Small","1.0 - 1.99","22.0","22.0","11.0","7003.0","0.0","7905.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Andhra Pradesh","28","West Godavari","523","Maize","Cereals","104","Mono-Ammonium Phosphate (MAP)","Irrigated","Large","10 And Above","0.0","52.0","0.0","164.0","0.0","302.0","0.0","742.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Maharashtra","27","Kolhapur","480","Tur (Arhar)","Pulses","202","Triple Super Phosphate (TSP)","Irrigated","Marginal","Below 1.0","0.0","46.0","0.0","5703.0","0.0","502.0","490.0","992.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Jharkhand","20","Lohardaga","336","Total Foodgrains","Total Foodgrain","399","Muriate of Potash (MOP)","Irrigated","Large","10 And Above","0.0","0.0","60.0","652.0","0.0","233.0","121.0","1460.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Andhra Pradesh","28","Krishna","510","Cotton","Fiber Crops","1101","Zinc Sulphate Heptahydrate / Monohydrate","Unirrigated","Small","1.0 - 1.99","0.0","0.0","0.0","16107.0","350.0","15453.0","0.0","0.0","255.0","0.0","0.0","18.0","0.0","0.0"
"2011","Kerala","32","Alappuzha","554","Total Food Crops","Other Food Crop","999","Ammonium Phosphate Sulphate / Nitrogen Phosphate","Unirrigated","Small","1.0 - 1.99","20.0","20.0","0.0","4987.0","95.0","102.0","594.0","0.0","51.0","2.0","0.0","10.0","1.0","0.0"
"2011","Maharashtra","27","Jalgaon","478","Wheat","Cereals","106","Nitro Phosphate Potash","Irrigated","Small","1.0 - 1.99","15.0","15.0","15.0","11060.0","0.0","13044.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Uttar Pradesh","9","Agra","118","Rapeseed & Mustard (Toria/Taramira)","Oilseeds","1004","Urea","Irrigated","Marginal","Below 1.0","46.0","0.0","0.0","3557.0","3320.0","1385.0","0.0","1408.0","1379.0","0.0","1402.0","299.0","0.0","303.0"
"2016","Kerala","32","Palakkad","563","Pepper (Black)","Spices","501","Ammonium Phosphate Sulphate / Nitrogen Phosphate","Irrigated","Medium","4.0 - 9.99","20.0","20.0","0.0","214.0","10.0","3.0","3.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Telangana","36","Mahabubnagar","512","Total Foodgrains","Total Foodgrain","399","NPK Mixture","Irrigated","Semi-Medium","2.0 - 3.99","12.0","32.0","16.0","48345.0","0.0","59772.0","1057.0","64881.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Madhya Pradesh","23","Chhindwara","399","Total Oilseeds","Oilseeds","1099","Triple Super Phosphate (TSP)","Unirrigated","Large","10 And Above","0.0","46.0","0.0","738.0","0.0","6623.0","123.0","7219.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Kerala","32","Alappuzha","554","Rubber","Plantation Crops","1503","Muriate of Potash (MOP)","Unirrigated","Marginal","Below 1.0","0.0","0.0","60.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Andhra Pradesh","28","Anantapur","502","Safflower","Oilseeds","1008","Urea","Unirrigated","Semi-Medium","2.0 - 3.99","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Kerala","32","Pathanamthitta","564","Other Fruits","Fruits","688","NPK Mixture","Unirrigated","Medium","4.0 - 9.99","12.0","32.0","16.0","71.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","West Bengal","19","Dinajpur Uttar","311","Wheat","Cereals","106","Muriate of Potash (MOP)","Unirrigated","Small","1.0 - 1.99","0.0","0.0","60.0","150.0","0.0","103.0","0.0","103.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Bihar","10","Katihar","201","Turmeric","Spices","504","Muriate of Potash (MOP)","Unirrigated","Small","1.0 - 1.99","0.0","0.0","60.0","2940.0","0.0","0.0","858.0","858.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","West Bengal","19","Bankura","305","Spinach","Vegetable","714","NPK Mixture","Irrigated","Large","10 And Above","10.0","26.0","26.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Madhya Pradesh","23","Raisen","421","Total Pulses","Pulses","299","Ammonium Nitrate Phosphate","Irrigated","Medium","4.0 - 9.99","23.0","23.0","0.0","5884.0","0.0","7056.0","6135.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Telangana","36","Medak","513","Pumpkin","Vegetable","724","Di-Ammonium Phosphate (DAP)","Unirrigated","Semi-Medium","2.0 - 3.99","18.0","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Assam","18","Darrang","283","Total Foodgrains","Total Foodgrain","399","Di-Ammonium Phosphate (DAP)","Unirrigated","Semi-Medium","2.0 - 3.99","18.0","46.0","0.0","6408.0","1869.0","8826.0","2665.0","11491.0","2905.0","372.0","3277.0","100.0","7.0","107.0"
"2011","Jharkhand","20","Dumka","326","Total Cereals","Cereals","199","Single Super Phosphate (SSP)","Irrigated","Marginal","Below 1.0","0.0","16.0","0.0","12485.0","353.0","623.0","300.0","0.0","3.0","8.0","0.0","2.0","2.0","0.0"
"2011","Karnataka","29","Raichur","546","Paddy","Cereals","101","Urea Ammonium Phosphate","Unirrigated","Small","1.0 - 1.99","24.0","24.0","0.0","6962.0","0.0","8106.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Karnataka","29","Chikkamagaluru","532","Coffee","Plantation Crops","1502","NPK Mixture","Unirrigated","Marginal","Below 1.0","19.0","19.0","19.0","20091.0","0.0","0.0","9765.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Kerala","32","Thiruvananthapuram","565","Total Spices & Condiments","Spices","599","Ammonium Phosphate Sulphate / Nitrogen Phosphate","Irrigated","Semi-Medium","2.0 - 3.99","20.0","20.0","0.0","56.0","28.0","0.0","3.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0"
"2016","Telangana","36","Mahabubnagar","512","Tomato","Vegetable","713","Di-Ammonium Phosphate (DAP)","Unirrigated","Large","10 And Above","18.0","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Gujarat","24","Tapi","641","Kharif Paddy","Cereals","131","NPK Mixture","Irrigated","Semi-Medium","2.0 - 3.99","12.0","32.0","16.0","1729.0","741.0","2078.0","0.0","2157.0","1366.0","0.0","1366.0","123.0","0.0","123.0"
"2016","Maharashtra","27","Aurangabad","469","Sugarcane","Sugar","401","Triple Super Phosphate (TSP)","Irrigated","Large","10 And Above","0.0","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Madhya Pradesh","23","Narsinghpur","418","Total Foodgrains","Total Foodgrain","399","Diammonium Sulphate","Unirrigated","Small","1.0 - 1.99","18.0","46.0","0.0","43662.0","41115.0","17678.0","16392.0","0.0","9884.0","7850.0","0.0","689.0","760.0","0.0"
"2016","West Bengal","19","Jalpaiguri","314","Total Foodgrains","Total Foodgrain","399","Urea","Irrigated","Marginal","Below 1.0","46.0","0.0","0.0","25739.0","25739.0","12959.0","550.0","13509.0","12959.0","550.0","13509.0","1488.0","82.0","1570.0"
"2016","Maharashtra","27","Buldhana","472","Chillies","Spices","502","Single Super Phosphate (SSP)","Unirrigated","Large","10 And Above","0.0","16.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Bihar","10","Aurangabad","189","Kharif Paddy","Cereals","131","Zinc Sulphate Heptahydrate / Monohydrate","Irrigated","Large","10 And Above","0.0","0.0","0.0","44.0","12.0","166.0","110.0","381.0","39.0","0.0","39.0","0.0","0.0","0.0"
"2011","Haryana","6","Bhiwani","59","Gram","Pulses","201","Zinc Sulphate Heptahydrate / Monohydrate","Irrigated","Large","10 And Above","0.0","0.0","0.0","198.0","0.0","896.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Karnataka","29","Yadgir","635","Cotton","Fiber Crops","1101","NPK Mixture","Unirrigated","Semi-Medium","2.0 - 3.99","19.0","19.0","19.0","6920.0","0.0","10112.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Kerala","32","Alappuzha","554","Total Food Crops","Other Food Crop","999","Urea","Irrigated","Medium","4.0 - 9.99","46.0","0.0","0.0","568.0","544.0","3267.0","75.0","3342.0","3267.0","60.0","3327.0","837.0","48.0","885.0"
"2016","Odisha","21","Nabarangpur","366","Bajra","Cereals","103","Di-Ammonium Phosphate (DAP)","Unirrigated","Marginal","Below 1.0","18.0","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Kerala","32","Malappuram","562","Pepper (Black)","Spices","501","NPK Mixture","Irrigated","Large","10 And Above","17.0","17.0","17.0","26.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Maharashtra","27","Nashik","487","Carrot","Vegetable","709","Nitro Phosphate Potash","Unirrigated","Semi-Medium","2.0 - 3.99","15.0","15.0","15.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","West Bengal","19","Bankura","305","Total Foodgrains","Total Foodgrain","399","Calcium Ammonium Nitrate","Irrigated","Medium","4.0 - 9.99","25.0","0.0","0.0","4481.0","0.0","16429.0","349.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Andhra Pradesh","28","Vizianagaram","521","Maize","Cereals","104","Single Super Phosphate (SSP)","Irrigated","Semi-Medium","2.0 - 3.99","0.0","14.0","0.0","982.0","196.0","1122.0","0.0","0.0","171.0","0.0","0.0","12.0","0.0","0.0"
"2016","Uttar Pradesh","9","Sonbhadra","184","Summer Paddy","Cereals","121","NPK Mixture","Unirrigated","Large","10 And Above","13.0","33.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Manipur","14","Senapati","257","Cucumber","Vegetable","722","Muriate of Potash (MOP)","Unirrigated","Semi-Medium","2.0 - 3.99","0.0","0.0","60.0","215.0","215.0","0.0","54.0","54.0","0.0","54.0","54.0","0.0","14.0","14.0"
"2011","Himachal Pradesh","2","Shimla","23","Total Fruits","Fruits","699","NPK Mixture","Irrigated","Small","1.0 - 1.99","10.0","26.0","26.0","164.0","0.0","68.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Maharashtra","27","Wardha","498","Total Foodgrains","Total Foodgrain","399","Mono-Ammonium Phosphate (MAP)","Unirrigated","Semi-Medium","2.0 - 3.99","0.0","52.0","0.0","30515.0","227.0","28105.0","7655.0","42826.0","669.0","0.0","669.0","45.0","0.0","45.0"
"2011","Uttar Pradesh","9","Kheri","159","Paddy","Cereals","101","NPK Mixture","Unirrigated","Marginal","Below 1.0","10.0","26.0","26.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Tamil Nadu","33","Tiruchirappalli","591","Other Flowers","Flowers","1688","Muriate of Potash (MOP)","Unirrigated","Small","1.0 - 1.99","0.0","0.0","60.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Andhra Pradesh","28","West Godavari","523","Cocoa","Spices","517","Muriate of Potash (MOP)","Irrigated","Semi-Medium","2.0 - 3.99","0.0","0.0","60.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Tamil Nadu","33","Coimbatore","569","Total Fruits","Fruits","699","NPK Mixture","Irrigated","Semi-Medium","2.0 - 3.99","17.0","17.0","17.0","2996.0","0.0","1432.0","721.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","West Bengal","19","Purulia","321","Potato","Vegetable","701","Single Super Phosphate (SSP)","Unirrigated","Marginal","Below 1.0","0.0","16.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Tripura","16","Dhalai","269","Total Cereals","Cereals","199","Zinc Sulphate Heptahydrate / Monohydrate","Irrigated","Medium","4.0 - 9.99","0.0","0.0","0.0","162.0","81.0","276.0","0.0","440.0","236.0","0.0","400.0","3.0","0.0","6.0"
"2016","Tamil Nadu","33","Cuddalore","570","Total Food Crops","Other Food Crop","999","Zinc Sulphate Heptahydrate / Monohydrate","Unirrigated","Medium","4.0 - 9.99","0.0","0.0","0.0","2236.0","0.0","11430.0","0.0","11430.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Rajasthan","8","Ajmer","86","Bajra","Cereals","103","Urea","Unirrigated","Medium","4.0 - 9.99","46.0","0.0","0.0","14835.0","3685.0","10670.0","12615.0","0.0","4387.0","598.0","0.0","126.0","14.0","0.0"
